"ANAL";"NPinorganique.ANL";;;;;;;;;;;;;;;;;
"RUN ";"180515B.RUN";;;;;;;;;;;;;;;;;
"DATE";"15/05/2018";;;;;;;;;;;;;;;;;
"TIME";"16:10:08";;;;;;;;;;;;;;;;;
"OPER";"Antoine";;;;;;;;;;;;;;;;;
"COMM";"mesocom_monitoring";;;;;;;;;;;;;;;;;
"TYPE";;;;;;;;;"Real";;;"Real";;;"Real";;;
"CHAN";;;;;;;;;1;;;2;;;3;;;
"METH";;;;;;;;;"PO4";;;"NO3";;;"NH4";;;
"UNIT";;;;;;;;;"µmol/L";;;"µmol/L";;;"µmol/L";;;
"Base";;;;;;;;;-5513;;;-6576;;;-8264;;;
"Gain";;;;;;;;;150;;;50;;;157;;;
"Lamp";;;;;;;;;257;;;300;;;292;;;
"Sample ID";"Peak Number";"Cup Number";"Cup Type";"Cup Group";;;"Date Time Stamp";;"Results 1";"AD Values";;"Results 2";"AD Values";;"Results 3";"AD Values";;
"Primer";1;1;"PRIM";0;0;0;"15/05/2018 16:13:56";;10.053;58743;;9.975;59239;;9.854;54747;;
"cal10";2;2;"CALB";0;0;0;"15/05/2018 16:14:56";10.000;10.015;58534;10.000;9.995;59348;10.000;10.035;55659;;
"cal5";3;3;"CALB";0;0;0;"15/05/2018 16:15:56";5.000;4.965;30859;5.000;4.988;31421;5.000;4.945;29903;;
"cal2";4;4;"CALB";0;0;0;"15/05/2018 16:16:56";2.000;2.009;14658;2.000;2.065;15118;2.000;1.991;14959;;
"cal1";5;5;"CALB";0;0;0;"15/05/2018 16:17:56";1.000;1.002;9139;1.000;0.995;9154;1.000;0.803;8944;;
"cal0.5";6;6;"CALB";0;0;0;"15/05/2018 16:18:56";0.500;0.507;6427;0.500;0.468;6214;0.500;0.393;6870;;
"cal0.1";7;7;"CALB";0;0;0;"15/05/2018 16:19:56";0.100;0.101;4201;0.100;0.089;4101;0.100;0.435;7082;;
"Drift";8;8;"DRIF";0;0;0;"15/05/2018 16:20:56";;10.063;58800;;9.996;59355;;9.709;54010;;
"mm174";9;9;"SAMP";0;0;0;"15/05/2018 16:21:56";;0.261;5076;;0.341;5504;;2.693;18509;;
"mm175";10;10;"SAMP";0;0;0;"15/05/2018 16:22:56";;0.576;6802;;0.092;4115;;2.069;15353;;
"mm176";11;11;"SAMP";0;0;0;"15/05/2018 16:23:56";;1.039;9338;;0.717;7602;;3.279;21475;;
"mm177";12;12;"SAMP";0;0;0;"15/05/2018 16:24:56";;0.767;7850;;-0.022;3482;;2.878;19446;;
"mm178";13;13;"SAMP";0;0;0;"15/05/2018 16:25:56";;0.289;5231;;0.375;5694;;2.616;18122;;
"mm179";14;14;"SAMP";0;0;0;"15/05/2018 16:26:56";;0.652;7222;;0.068;3984;;2.318;16613;;
"mm180";15;15;"SAMP";0;0;0;"15/05/2018 16:27:56";;0.300;5288;;0.415;5920;;2.812;19112;;
"mm181";16;16;"SAMP";0;0;0;"15/05/2018 16:28:56";;0.235;4933;;0.442;6067;;3.040;20268;;
"mm182";17;17;"SAMP";0;0;0;"15/05/2018 16:29:56";;0.615;7017;;0.030;3771;;2.107;15547;;
"mm183";18;18;"SAMP";0;0;0;"15/05/2018 16:30:56";;0.886;8504;;0.136;4363;;2.891;19513;;
"mm184";19;19;"SAMP";0;0;0;"15/05/2018 16:31:56";;0.301;5295;;0.416;5925;;2.859;19348;;
"mm185";20;20;"SAMP";0;0;0;"15/05/2018 16:32:56";;1.364;11121;;1.394;11379;;3.250;21329;;
"mm186";21;21;"SAMP";0;0;0;"15/05/2018 16:33:56";;0.273;5145;;0.303;5295;;2.677;18428;;
"mm187";22;22;"SAMP";0;0;0;"15/05/2018 16:34:56";;0.216;4832;;0.334;5463;;2.732;18709;;
"mm188";23;23;"SAMP";0;0;0;"15/05/2018 16:35:56";;1.432;11496;;1.261;10638;;3.778;24000;;
"mm189";24;24;"SAMP";0;0;0;"15/05/2018 16:36:56";;0.701;7486;;0.253;5016;;2.198;16005;;
"mm190";25;25;"SAMP";0;0;0;"15/05/2018 16:37:56";;0.216;4829;;0.369;5660;;2.810;19100;;
"mm191";26;26;"SAMP";0;0;0;"15/05/2018 16:38:56";;1.237;10424;;0.789;8003;;2.954;19832;;
"mm192";27;27;"SAMP";0;0;0;"15/05/2018 16:39:56";;1.243;10459;;0.914;8703;;3.282;21491;;
"mm193";28;28;"SAMP";0;0;0;"15/05/2018 16:40:56";;0.671;7325;;0.364;5631;;3.872;24476;;
"mm194";29;29;"SAMP";0;0;0;"15/05/2018 16:41:56";;0.225;4878;;0.473;6243;;2.999;20056;;
"mm195";30;30;"SAMP";0;0;0;"15/05/2018 16:42:56";;0.822;8152;;0.690;7450;;3.080;20468;;
"mm196";31;31;"SAMP";0;0;0;"15/05/2018 16:43:56";;0.229;4899;;0.229;4879;;2.937;19746;;
"mm197";32;32;"SAMP";0;0;0;"15/05/2018 16:44:56";;1.063;9470;;0.828;8222;;2.680;18443;;
"mm198";33;33;"SAMP";0;0;0;"15/05/2018 16:45:56";;0.246;4993;;0.325;5416;;2.815;19128;;
"mm199";34;34;"SAMP";0;0;0;"15/05/2018 16:46:56";;0.321;5407;;0.769;7889;;3.109;20615;;
"mm200";35;35;"SAMP";0;0;0;"15/05/2018 16:47:56";;0.251;5022;;0.352;5568;;2.732;18709;;
"mm201";36;36;"SAMP";0;0;0;"15/05/2018 16:48:56";;0.231;4911;;0.245;4967;;3.151;20830;;
"mm202";37;37;"SAMP";0;0;0;"15/05/2018 16:49:56";;0.854;8328;;0.352;5565;;3.256;21361;;
"mm203";38;38;"SAMP";0;0;0;"15/05/2018 16:50:56";;0.349;5557;;0.609;6997;;3.133;20738;;
"mm204";39;39;"SAMP";0;0;0;"15/05/2018 16:51:56";;0.688;7417;;1.474;11826;;2.629;18186;;
