"ANAL";"NPinorganique.ANL";;;;;;;;;;;;;;;;;
"RUN ";"180424B.RUN";;;;;;;;;;;;;;;;;
"DATE";"24/04/2018";;;;;;;;;;;;;;;;;
"TIME";"16:33:58";;;;;;;;;;;;;;;;;
"OPER";"Antoine";;;;;;;;;;;;;;;;;
"COMM";"ecophysio2018";;;;;;;;;;;;;;;;;
"TYPE";;;;;;;;;"Real";;;"Real";;;"Real";;;
"CHAN";;;;;;;;;1;;;2;;;3;;;
"METH";;;;;;;;;"PO4";;;"NO3";;;"NH4";;;
"UNIT";;;;;;;;;"µmol/L";;;"µmol/L";;;"µmol/L";;;
"Base";;;;;;;;;-5334;;;-6681;;;-8138;;;
"Gain";;;;;;;;;151;;;49;;;149;;;
"Lamp";;;;;;;;;257;;;300;;;292;;;
"Sample ID";"Peak Number";"Cup Number";"Cup Type";"Cup Group";;;"Date Time Stamp";;"Results 1";"AD Values";;"Results 2";"AD Values";;"Results 3";"AD Values";;
"Primer";1;1;"PRIM";0;0;0;"24/04/2018 16:36:10";;9.941;58292;;9.824;57832;;9.632;57759;;
"cal10";2;2;"CALB";0;0;0;"24/04/2018 16:37:10";10.000;9.971;58460;10.000;9.975;58660;10.000;9.825;58823;;
"cal5";3;3;"CALB";0;0;0;"24/04/2018 16:38:10";5.000;5.054;31425;5.000;5.046;31473;5.000;5.340;34184;;
"cal2";4;4;"CALB";0;0;0;"24/04/2018 16:39:10";2.000;2.013;14705;2.000;2.026;14808;2.000;1.985;15756;;
"cal1";5;5;"CALB";0;0;0;"24/04/2018 16:40:10";1.000;0.989;9074;1.000;0.951;8879;1.000;0.899;9794;;
"cal0.5";6;6;"CALB";0;0;0;"24/04/2018 16:41:10";0.500;0.495;6361;0.500;0.530;6557;0.500;0.544;7844;;
"cal0.1";7;7;"CALB";0;0;0;"24/04/2018 16:42:10";0.100;0.077;4063;0.100;0.072;4031;0.100;0.007;4891;;
"Drift";8;8;"DRIF";0;0;0;"24/04/2018 16:43:10";;10.008;58660;;9.834;57887;;9.786;58605;;
"ep046";9;9;"SAMP";0;0;0;"24/04/2018 16:44:10";;1.394;11302;;0.385;5759;;4.576;29989;;
"ep047";10;10;"SAMP";0;0;0;"24/04/2018 16:45:10";;1.429;11493;;0.328;5444;;4.750;30947;;
"ep048";11;11;"SAMP";0;0;0;"24/04/2018 16:46:10";;1.407;11375;;0.436;6040;;3.987;26752;;
"ep049";12;12;"SAMP";0;0;0;"24/04/2018 16:47:10";;1.383;11240;;0.344;5531;;5.403;34530;;
"ep050";13;13;"SAMP";0;0;0;"24/04/2018 16:48:10";;1.445;11582;;0.316;5376;;4.097;27356;;
"ep051";14;14;"SAMP";0;0;0;"24/04/2018 16:49:10";;1.419;11437;;0.328;5443;;3.992;26782;;
"ep052";15;15;"SAMP";0;0;0;"24/04/2018 16:50:10";;1.428;11489;;0.577;6818;;5.586;35537;;
"ep053";16;16;"SAMP";0;0;0;"24/04/2018 16:51:10";;1.415;11416;;0.377;5711;;6.054;38110;;
"ep054";17;17;"SAMP";0;0;0;"24/04/2018 16:52:10";;1.429;11494;;0.364;5639;;5.247;33675;;
"ep055";18;18;"SAMP";0;0;0;"24/04/2018 16:53:10";;1.406;11370;;0.327;5436;;5.313;34035;;
"ep056";19;19;"SAMP";0;0;0;"24/04/2018 16:54:10";;1.414;11410;;0.339;5503;;5.594;35579;;
"ep057";20;20;"SAMP";0;0;0;"24/04/2018 16:55:10";;1.442;11568;;0.322;5408;;3.686;25102;;
"ep058";21;21;"SAMP";0;0;0;"24/04/2018 16:56:10";;1.443;11570;;0.342;5522;;4.068;27201;;
"ep059";22;22;"SAMP";0;0;0;"24/04/2018 16:57:10";;1.440;11555;;0.534;6581;;5.494;35034;;
"ep060";23;23;"SAMP";0;0;0;"24/04/2018 16:58:10";;1.415;11418;;0.349;5558;;8.152;49629;;
"ep061";24;24;"SAMP";0;0;0;"24/04/2018 16:59:10";;1.443;11569;;0.319;5395;;4.164;27726;;
"ep062";25;25;"SAMP";0;0;0;"24/04/2018 17:00:10";;1.441;11563;;0.341;5515;;6.075;38224;;
"ep063";26;26;"SAMP";0;0;0;"24/04/2018 17:01:10";;1.424;11469;;0.363;5637;;4.727;30819;;
"ep064";27;27;"SAMP";0;0;0;"24/04/2018 17:02:10";;1.438;11542;;0.326;5431;;5.246;33670;;
"ep065";28;28;"SAMP";0;0;0;"24/04/2018 17:03:10";;1.411;11396;;0.332;5462;;5.641;35839;;
"ep066";29;29;"SAMP";0;0;0;"24/04/2018 17:04:10";;1.412;11402;;0.365;5644;;5.368;34340;;
"ep067";30;30;"SAMP";0;0;0;"24/04/2018 17:05:10";;1.458;11654;;0.441;6064;;4.520;29682;;
"ep068";31;31;"SAMP";0;0;0;"24/04/2018 17:06:10";;1.419;11438;;0.377;5713;;5.067;32687;;
"ep069";32;32;"SAMP";0;0;0;"24/04/2018 17:07:10";;1.417;11428;;0.351;5570;;5.166;33230;;
"ep070";33;33;"SAMP";0;0;0;"24/04/2018 17:08:10";;1.402;11345;;0.348;5550;;5.724;36294;;
"ep071";34;34;"SAMP";0;0;0;"24/04/2018 17:09:10";;1.468;11706;;0.389;5781;;4.298;28460;;
"ep072";35;35;"SAMP";0;0;0;"24/04/2018 17:10:10";;1.427;11482;;0.336;5485;;5.308;34008;;
