"ANAL";"NPinorganique.ANL";;;;;;;;;;;;;;;;;
"RUN ";"171124B.RUN";;;;;;;;;;;;;;;;;
"DATE";"24/11/2017";;;;;;;;;;;;;;;;;
"TIME";"14:41:59";;;;;;;;;;;;;;;;;
"OPER";"testcal";;;;;;;;;;;;;;;;;
"COMM";"Testcal";;;;;;;;;;;;;;;;;
"TYPE";;;;;;;;;"Real";;;"Real";;;"Real";;;
"CHAN";;;;;;;;;1;;;2;;;3;;;
"METH";;;;;;;;;"PO4";;;"NO3";;;"NH4";;;
"UNIT";;;;;;;;;"µmol/L";;;"µmol/L";;;"µmol/L";;;
"Base";;;;;;;;;-6620;;;-6339;;;-7963;;;
"Gain";;;;;;;;;140;;;52;;;143;;;
"Lamp";;;;;;;;;257;;;300;;;292;;;
"Sample ID";"Peak Number";"Cup Number";"Cup Type";"Cup Group";;;"Date Time Stamp";;"Results 1";"AD Values";;"Results 2";"AD Values";;"Results 3";"AD Values";;
"Primer";1;1;"PRIM";0;0;0;"24/11/2017 14:44:33";;9.899;60097;;9.966;58043;;9.190;56006;;
"cal10";2;2;"CALB";0;0;0;"24/11/2017 14:45:33";10.000;9.964;60461;10.000;9.948;57946;10.000;9.216;56156;;
"cal5";3;3;"CALB";0;0;0;"24/11/2017 14:46:33";5.000;5.051;32786;5.000;5.089;31734;5.000;5.907;36959;;
"cal2";4;4;"CALB";0;0;0;"24/11/2017 14:47:33";2.000;2.020;15708;2.000;2.030;15236;2.000;2.445;16870;;
"cal1";5;5;"CALB";0;0;0;"24/11/2017 14:48:33";1.000;1.023;10090;1.000;0.994;9648;1.000;1.188;9581;;
"cal0.5";6;6;"CALB";0;0;0;"24/11/2017 14:49:33";0.500;0.600;7711;0.500;0.521;7094;0.500;0.778;7200;;
"cal0.3";7;7;"CALB";0;0;0;"24/11/2017 14:50:33";0.300;0.256;5770;0.300;0.307;5940;0.300;0.382;4899;;
"cal0.2";8;8;"CALB";0;0;0;"24/11/2017 14:51:33";0.200;0.157;5212;0.200;0.158;5134;0.200;-0.145;1846;;
"cal0.1";9;9;"CALB";0;0;0;"24/11/2017 14:52:33";0.100;0.069;4715;0.100;0.114;4901;0.100;-0.254;1212;;
"cal0";10;10;"CALB";0;0;0;"24/11/2017 14:53:33";0.000;-0.039;4112;0.000;-0.061;3952;0.000;-0.417;267;;
"Drift";11;11;"DRIF";0;0;0;"24/11/2017 14:54:33";;9.872;59945;;10.003;58246;;9.204;56088;;
"cal10";12;12;"SAMP";0;0;0;"24/11/2017 14:55:33";;9.900;60105;;10.020;58336;;9.265;56446;;
